#{"t_start": 1651135751.12181, "env_id": "HalfCheetah-v3"}
r,l,t
-367.099201,1000,0.34146
-377.860566,1000,0.654453
-131.74886,1000,0.958582
-253.87173,1000,1.282613
-420.618373,1000,1.601829
-356.323973,1000,1.919047
-286.204076,1000,2.235694
-244.595881,1000,2.564418
-417.396057,1000,2.887433
-243.813299,1000,3.231422
-162.325719,1000,20.864606
-183.20292,1000,38.634083
-109.369959,1000,56.502582
-250.114615,1000,74.30111
-205.352124,1000,91.972373
-286.202989,1000,109.729375
-272.57649,1000,127.467037
-151.429722,1000,145.164256
-199.840716,1000,163.573131
-150.960906,1000,181.494668
-163.573517,1000,199.618751
-146.039465,1000,218.088631
-254.998512,1000,236.310266
-228.698995,1000,254.175575
54.281986,1000,273.184779
-17.170343,1000,294.331199
120.146283,1000,312.718699
442.629459,1000,331.194264
428.945939,1000,349.376752
155.440427,1000,367.738663
692.380084,1000,386.806645
